input_name,consensus_name,blast_hit_n,cons_MSA_seq_n,cons_full_blast_n,input_length,cons_length,input_TE_type,reclassified_type,terminal_repeat,low_copy,evaluation,status
rnd_4_family_1679,rnd_4_family_1679,0,NaN,NaN,125,125,RC/Helitron,RC/Helitron,False,False,NaN,skipped
rnd_4_family_1530,rnd_4_family_1530,20,13.0,0.0,302,864,Unknown,Unknown,TIR,False,Need_check,processed
rnd_4_family_179,rnd_4_family_179,10,NaN,NaN,634,634,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_1802,rnd_4_family_1802,0,NaN,NaN,47,47,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_1676,rnd_4_family_1676,3,NaN,NaN,434,434,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_13,rnd_4_family_13,33,22.0,5.0,390,327,Unknown,Unknown,False,False,Reco_check,processed
rnd_1_family_42,rnd_1_family_42,2166,100.0,11.0,2377,3261,DNA/CMC-Chapaev-3,DNA/CMC-Chapaev-3,TIR,False,Good,processed
rnd_4_family_1230,rnd_4_family_1230,9,NaN,NaN,8029,8029,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_209,rnd_4_family_209,2,NaN,NaN,483,483,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_1844,rnd_4_family_1844,10,10.0,4.0,508,673,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_2135,rnd_4_family_2135,7,NaN,NaN,455,455,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_1250,rnd_4_family_1250,49,32.0,15.0,1305,1308,DNA/TcMar-Mariner,DNA/TcMar-Mariner,False,False,Reco_check,processed
rnd_4_family_2259,rnd_4_family_2259,4,NaN,NaN,375,375,Unknown,Unknown,False,False,NaN,skipped
rnd_3_family_159,rnd_3_family_159,132,86.0,0.0,597,1096,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_2273,rnd_4_family_2273,7,NaN,NaN,557,557,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_1777,rnd_4_family_1777,19,18.0,2.0,1322,1224,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_404,rnd_1_family_404,100,67.0,2.0,357,6388,Unknown,LTR/Pao,LTR,False,Good,processed
rnd_4_family_1222,rnd_4_family_1222,26,22.0,2.0,2471,2275,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_4_family_2431,rnd_4_family_2431,0,NaN,NaN,122,122,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_1615,rnd_4_family_1615,11,11.0,2.0,955,1654,LINE/I,LINE/I,False,False,Need_check,processed
rnd_4_family_1100,rnd_4_family_1100,87,61.0,0.0,769,260,Unknown,Unknown,False,False,Need_check,processed
rnd_3_family_942,rnd_3_family_942,79,75.0,0.0,1736,1859,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_2231,rnd_4_family_2231,18,NaN,NaN,2807,2807,DNA/hAT-Blackjack,DNA/hAT-Blackjack,False,False,NaN,skipped
rnd_4_family_2470,rnd_4_family_2470,2,NaN,NaN,697,697,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,NaN,skipped
rnd_4_family_2537,rnd_4_family_2537,18,18.0,0.0,339,313,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_2216,rnd_4_family_2216,31,15.0,1.0,2254,372,SINE/U,SINE/U,LTR,False,Need_check,processed
rnd_4_family_194,rnd_4_family_194,35,22.0,6.0,1659,1663,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_4_family_2069,rnd_4_family_2069,6,NaN,NaN,3571,3571,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_2306,rnd_4_family_2306,2,NaN,NaN,1342,1342,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_2743,rnd_4_family_2743,0,NaN,NaN,42,42,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_2792,rnd_4_family_2792,1,NaN,NaN,179,179,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_2927,rnd_4_family_2927,0,NaN,NaN,29,29,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_2275,rnd_4_family_2275,28,15.0,0.0,1125,2312,Unknown,DNA/P,False,False,Need_check,processed
rnd_4_family_2443,rnd_4_family_2443,36,12.0,9.0,1408,990,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_4_family_2688,rnd_4_family_2688,1,NaN,NaN,261,261,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_1577,rnd_4_family_1577,15,15.0,1.0,4875,5640,LINE/I-Jockey,LINE/I-Jockey,False,False,Need_check,processed
rnd_4_family_1254,rnd_4_family_1254,165,14.0,10.0,220,4712,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_4_family_255,rnd_4_family_255,44,11.0,6.0,1672,1687,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_4_family_301,rnd_4_family_301,20,NaN,NaN,2464,2464,DNA/CMC-EnSpm,DNA/CMC-EnSpm,False,False,NaN,skipped
rnd_4_family_2442,rnd_4_family_2442,10,NaN,NaN,4506,4506,LINE/I-Jockey,LINE/I-Jockey,False,False,NaN,skipped
rnd_4_family_3338,rnd_4_family_3338,9,NaN,NaN,284,284,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_3414,rnd_4_family_3414,0,NaN,NaN,145,145,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_3370,rnd_4_family_3370,8,NaN,NaN,518,518,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,NaN,skipped
rnd_4_family_2727,rnd_4_family_2727,23,NaN,NaN,2905,2905,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_3314,rnd_4_family_3314,1,NaN,NaN,372,372,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_351,rnd_4_family_351,5,NaN,NaN,473,473,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_356,rnd_4_family_356,0,NaN,NaN,79,79,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_305,rnd_4_family_305,11,10.0,0.0,936,1123,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_2294,rnd_4_family_2294,13,12.0,7.0,2394,2402,DNA/TcMar-Tigger,DNA/TcMar-Tigger,False,False,Need_check,processed
rnd_4_family_1229,rnd_4_family_1229,14,13.0,0.0,8357,5407,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_2421,rnd_4_family_2421,55,18.0,0.0,1555,1571,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_3468,rnd_4_family_3468,11,NaN,NaN,2812,2812,DNA/P,DNA/P,False,False,NaN,skipped
rnd_4_family_395,rnd_4_family_395,9,NaN,NaN,608,608,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_3484,rnd_4_family_3484,12,NaN,NaN,1137,1137,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_401,rnd_4_family_401,1,NaN,NaN,308,308,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_372,rnd_4_family_372,6,NaN,NaN,2411,2411,DNA/hAT-Ac,DNA/hAT-Ac,False,False,NaN,skipped
rnd_4_family_2726,rnd_4_family_2726,13,NaN,NaN,5154,5154,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_4252,rnd_4_family_4252,0,NaN,NaN,35,35,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_437,rnd_4_family_437,8,NaN,NaN,613,613,LTR/Gypsy,LTR/Gypsy,False,False,NaN,skipped
rnd_4_family_3980,rnd_4_family_3980,6,NaN,NaN,1247,1247,DNA/TcMar-Mariner,DNA/TcMar-Mariner,False,False,NaN,skipped
rnd_4_family_4753,rnd_4_family_4753,0,NaN,NaN,118,118,RC/Helitron,RC/Helitron,False,False,NaN,skipped
rnd_4_family_4939,rnd_4_family_4939,14,NaN,NaN,485,485,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_494,rnd_4_family_494,2,NaN,NaN,363,363,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_503,rnd_4_family_503,1,NaN,NaN,316,316,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_302,rnd_4_family_302,23,18.0,0.0,2309,2347,DNA/CMC-EnSpm,DNA/CMC-EnSpm,False,False,Need_check,processed
rnd_4_family_389,rnd_4_family_389,11,NaN,NaN,4186,4186,LTR/Pao,LTR/Pao,False,False,NaN,skipped
rnd_4_family_3447,rnd_4_family_3447,20,NaN,NaN,3368,3368,LINE/L1,LINE/L1,False,False,NaN,skipped
rnd_4_family_3065,rnd_4_family_3065,27,15.0,6.0,2290,1409,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_550,rnd_4_family_550,1,NaN,NaN,169,169,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_3217,rnd_4_family_3217,28,28.0,0.0,1713,1225,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_54,rnd_4_family_54,1,NaN,NaN,204,204,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_590,rnd_4_family_590,0,NaN,NaN,125,125,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_545,rnd_4_family_545,9,NaN,NaN,954,954,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_4579,rnd_4_family_4579,20,18.0,0.0,391,434,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_3669,rnd_4_family_3669,84,38.0,15.0,241,201,Unknown,LTR/Gypsy,False,False,Reco_check,processed
rnd_4_family_623,rnd_4_family_623,1,NaN,NaN,202,202,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_6186,rnd_4_family_6186,6,NaN,NaN,478,478,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_625,rnd_4_family_625,3,NaN,NaN,343,343,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_649,rnd_4_family_649,3,NaN,NaN,225,225,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5283,rnd_4_family_5283,28,15.0,2.0,703,346,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_6813,rnd_4_family_6813,0,NaN,NaN,161,161,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_716,rnd_4_family_716,2,NaN,NaN,414,414,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5585,rnd_4_family_5585,10,NaN,NaN,2409,2409,DNA/hAT-Blackjack,DNA/hAT-Blackjack,False,False,NaN,skipped
rnd_4_family_732,rnd_4_family_732,13,NaN,NaN,220,220,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_656,rnd_4_family_656,6,NaN,NaN,695,695,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_7401,rnd_4_family_7401,1,NaN,NaN,252,252,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_795,rnd_4_family_795,8,NaN,NaN,717,717,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_843,rnd_4_family_843,1,NaN,NaN,466,466,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_865,rnd_4_family_865,1,NaN,NaN,243,243,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5550,rnd_4_family_5550,7,NaN,NaN,3704,3704,LTR/Pao,LTR/Pao,False,False,NaN,skipped
rnd_4_family_628,rnd_4_family_628,20,20.0,0.0,417,272,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_9395,rnd_4_family_9395,0,NaN,NaN,41,41,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_951,rnd_4_family_951,0,NaN,NaN,189,189,Unknown,Unknown,False,False,NaN,skipped
rnd_1_family_355,rnd_1_family_355,103,74.0,2.0,4027,9544,DNA/PIF-Harbinger,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_355,rnd_1_family_355_01,103,16.0,2.0,4027,2824,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_4_family_736,rnd_4_family_736,15,15.0,1.0,375,306,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_3946,rnd_4_family_3946,19,18.0,0.0,2023,3276,LINE/RTE-X,LINE/RTE-X,False,False,Need_check,processed
rnd_5_family_342,rnd_5_family_342,0,NaN,NaN,75,75,Unknown,Unknown,False,False,NaN,skipped
rnd_5_family_521,rnd_5_family_521,8,NaN,NaN,335,335,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_3784,rnd_4_family_3784,57,37.0,0.0,1521,745,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_88,rnd_4_family_88,16,NaN,NaN,2557,2557,Unknown,Unknown,False,False,NaN,skipped
rnd_5_family_118,rnd_5_family_118,28,NaN,NaN,1263,1263,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_86,rnd_4_family_86,79,11.0,0.0,1210,1737,DNA/hAT-Charlie,LTR/Pao,False,False,Need_check,processed
rnd_4_family_971,rnd_4_family_971,32,14.0,1.0,1595,1950,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_5,rnd_4_family_5,16,15.0,0.0,2227,3390,LINE/I-Jockey,LINE/I-Jockey,False,False,Need_check,processed
rnd_4_family_409,rnd_4_family_409,28,12.0,3.0,2572,1234,LTR/Gypsy,DNA/PiggyBac,False,False,Need_check,processed
rnd_4_family_409,rnd_4_family_409_01,28,12.0,1.0,2572,4498,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
rnd_4_family_248,rnd_4_family_248,27,22.0,0.0,707,4560,LINE/R1,LINE/R1,False,False,Need_check,processed
rnd_4_family_5100,rnd_4_family_5100,164,65.0,96.0,711,778,Unknown,Unknown,False,False,Reco_check,processed
rnd_3_family_235,rnd_3_family_235,121,73.0,0.0,1151,745,Unknown,Unknown,LTR,False,Need_check,processed
rnd_4_family_975,rnd_4_family_975,27,27.0,2.0,1836,1514,Unknown,Unknown,False,False,Reco_check,processed
rnd_1_family_113,rnd_1_family_113,42,34.0,682.0,2917,1146,Unknown,RC/Helitron,False,False,Reco_check,processed
rnd_4_family_3069,rnd_4_family_3069,4,NaN,NaN,15783,15783,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_1994,rnd_4_family_1994,2,NaN,NaN,22604,22604,Unknown,Unknown,False,False,NaN,skipped
rnd_1_family_131,rnd_1_family_131,426,37.0,40.0,1062,1005,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_4_family_408,rnd_4_family_408,24,20.0,0.0,2233,9711,LINE/I-Jockey,LINE/I-Jockey,False,False,Need_check,processed
rnd_1_family_103,rnd_1_family_103,38,18.0,0.0,3786,4459,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_103,rnd_1_family_103_01,38,10.0,2.0,3786,1943,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_502,rnd_1_family_502,34,28.0,0.0,289,12986,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
rnd_1_family_110,rnd_1_family_110,150,23.0,7.0,1269,1008,Unknown,Unknown,TIR,False,Good,processed
rnd_1_family_110,rnd_1_family_110_01,150,20.0,5.0,1269,1257,Unknown,Unknown,TIR,False,Good,processed
rnd_4_family_2567,rnd_4_family_2567,58,48.0,6.0,317,7525,LTR/Gypsy,LTR/Gypsy,LTR,False,Perfect,processed
rnd_4_family_1522,rnd_4_family_1522,2,NaN,NaN,27673,27673,Unknown,Unknown,False,False,NaN,skipped
rnd_1_family_107,rnd_1_family_107,178,44.0,35.0,1691,1611,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Reco_check,processed
rnd_1_family_133,rnd_1_family_133,121,11.0,0.0,1811,1259,DNA/P,DNA/P,False,False,Need_check,processed
rnd_1_family_133,rnd_1_family_133_01,121,73.0,9.0,1811,772,DNA/P,DNA/P,False,False,Reco_check,processed
rnd_1_family_118,rnd_1_family_118,536,24.0,1.0,1952,1621,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_118,rnd_1_family_118_01,536,15.0,12.0,1952,1193,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_156,rnd_1_family_156,512,34.0,71.0,749,722,DNA/P,DNA/P,False,False,Reco_check,processed
rnd_1_family_156,rnd_1_family_156_01,512,11.0,71.0,749,760,DNA/P,DNA/P,False,False,Need_check,processed
rnd_1_family_176,rnd_1_family_176,426,37.0,40.0,1068,1022,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_1_family_125,rnd_1_family_125,456,12.0,0.0,1089,2228,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_125,rnd_1_family_125_01,456,88.0,8.0,1089,794,Unknown,DNA/P,False,False,Reco_check,processed
rnd_1_family_217,rnd_1_family_217,533,11.0,26.0,1701,1682,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_1_family_151,rnd_1_family_151,263,86.0,95.0,832,791,Unknown,Unknown,False,False,Reco_check,processed
rnd_4_family_8619,rnd_4_family_8619,14,14.0,0.0,835,9527,Unknown,LINE/I-Jockey,LTR,False,Need_check,processed
rnd_1_family_150,rnd_1_family_150,47,43.0,3.0,2815,3589,DNA/hAT-Pegasus,DNA/hAT-Pegasus,False,False,Reco_check,processed
rnd_1_family_162,rnd_1_family_162,152,56.0,4.0,2263,2212,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_108,rnd_1_family_108,3333,27.0,66.0,1938,4603,LINE/CR1,LINE/CR1,False,False,Reco_check,processed
rnd_1_family_188,rnd_1_family_188,6483,39.0,1651.0,1011,882,Unknown,DNA/TcMar-Tc1,LTR,False,Good,processed
rnd_1_family_188,rnd_1_family_188_01,6483,21.0,16.0,1011,609,Unknown,DNA/hAT-Charlie,False,False,Reco_check,processed
rnd_1_family_152,rnd_1_family_152,393,18.0,0.0,3258,3598,Unknown,LINE/L1,False,False,Need_check,processed
rnd_1_family_152,rnd_1_family_152_01,393,11.0,0.0,3258,5432,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_229,rnd_1_family_229,425,35.0,40.0,1061,1005,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_1_family_235,rnd_1_family_235,36,16.0,7.0,1630,1640,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_235,rnd_1_family_235_01,36,10.0,5.0,1630,1593,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_240,rnd_1_family_240,138,28.0,37.0,1683,1660,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_1_family_240,rnd_1_family_240_01,138,14.0,37.0,1683,1658,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_1_family_116,rnd_1_family_116,115,34.0,9.0,2916,3232,LTR/Pao,LTR/Pao,LTR,False,Perfect,processed
rnd_1_family_116,rnd_1_family_116_01,115,31.0,11.0,2916,6316,LTR/Pao,LTR/Pao,LTR,False,Perfect,processed
rnd_1_family_20,rnd_1_family_20,2691,78.0,1457.0,3713,648,RC/Helitron,RC/Helitron,TIR,False,Good,processed
rnd_1_family_246,rnd_1_family_246,427,37.0,40.0,1066,1005,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_1_family_157,rnd_1_family_157,343,32.0,10.0,1461,4773,LTR/Pao,LTR/Pao,LTR,False,Perfect,processed
rnd_1_family_157,rnd_1_family_157_01,343,26.0,2.0,1461,4662,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_4_family_5929,rnd_4_family_5929,102,92.0,1.0,270,4525,LINE/CR1,LINE/CR1,False,False,Need_check,processed
rnd_1_family_26,rnd_1_family_26,8,NaN,NaN,4567,4567,LINE/I,LINE/I,False,False,NaN,skipped
rnd_1_family_211,rnd_1_family_211,114,99.0,15.0,3331,2129,RC/Helitron,RC/Helitron,LTR,False,Perfect,processed
rnd_1_family_233,rnd_1_family_233,125,14.0,6.0,976,692,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_255,rnd_1_family_255,544,15.0,12.0,1906,1162,Unknown,Unknown,LTR,False,Good,processed
rnd_1_family_255,rnd_1_family_255_01,544,13.0,13.0,1906,1171,Unknown,Unknown,LTR,False,Good,processed
rnd_1_family_242,rnd_1_family_242,79,45.0,15.0,720,194,Unknown,Unknown,False,False,Reco_check,processed
rnd_1_family_295,rnd_1_family_295,40,11.0,5.0,1669,1673,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_268,rnd_1_family_268,635,15.0,12.0,1675,1153,Unknown,Unknown,LTR,False,Good,processed
rnd_1_family_268,rnd_1_family_268_01,635,12.0,16.0,1675,1154,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_243,rnd_1_family_243,3594,79.0,1516.0,2819,898,RC/Helitron,RC/Helitron,TIR,False,Good,processed
rnd_1_family_305,rnd_1_family_305,29,28.0,10.0,2537,2533,DNA/MULE-MuDR,DNA/MULE-MuDR,TIR,False,Good,processed
rnd_1_family_308,rnd_1_family_308,40,11.0,5.0,1671,1673,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_230,rnd_1_family_230,196,11.0,0.0,1086,5887,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_230,rnd_1_family_230_01,196,16.0,0.0,1086,1165,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_244,rnd_1_family_244,66,10.0,2.0,1811,9707,DNA/CMC-Transib,DNA/CMC-Transib,LTR,False,Good,processed
rnd_1_family_271,rnd_1_family_271,10828,90.0,569.0,1193,1184,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_247,rnd_1_family_247,153,94.0,0.0,624,591,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_257,rnd_1_family_257,178,45.0,35.0,1695,1660,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_1_family_298,rnd_1_family_298,3736,69.0,694.0,2290,1167,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_223,rnd_1_family_223,96,16.0,2.0,2997,3415,Unknown,LINE/L1,False,False,Need_check,processed
rnd_1_family_106,rnd_1_family_106,188,55.0,1.0,3402,2307,LINE/R1,LINE/R1,False,False,Need_check,processed
rnd_1_family_280,rnd_1_family_280,70,63.0,0.0,1014,1212,Unknown,Unknown,TIR,False,Need_check,processed
rnd_1_family_297,rnd_1_family_297,49,17.0,1.0,2255,4767,LTR/Pao,LTR/Pao,False,False,Need_check,processed
rnd_1_family_297,rnd_1_family_297_01,49,12.0,0.0,2255,6863,LTR/Pao,LTR/Pao,LTR,False,Need_check,processed
rnd_1_family_316,rnd_1_family_316,72,48.0,0.0,1393,1415,LTR/Pao,LTR/Pao,False,False,Need_check,processed
rnd_1_family_313,rnd_1_family_313,444,83.0,7.0,1240,1026,Unknown,DNA/P,LTR,False,Good,processed
rnd_1_family_332,rnd_1_family_332,647,12.0,12.0,1703,1182,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_332,rnd_1_family_332_01,647,11.0,12.0,1703,1149,Unknown,Unknown,LTR,False,Good,processed
rnd_1_family_342,rnd_1_family_342,20,13.0,4.0,3636,2255,Unknown,LTR/Pao,LTR,False,Good,processed
rnd_1_family_32,rnd_1_family_32,11352,80.0,587.0,1176,1193,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_337,rnd_1_family_337,497,18.0,9.0,1478,1352,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_337,rnd_1_family_337_01,497,15.0,0.0,1478,1847,Unknown,DNA/P,TIR,False,Need_check,processed
rnd_1_family_350,rnd_1_family_350,46,16.0,5.0,1624,1611,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_350,rnd_1_family_350_01,46,13.0,8.0,1624,1621,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_363,rnd_1_family_363,16,NaN,NaN,3132,3132,DNA/P,DNA/P,False,False,NaN,skipped
rnd_1_family_311,rnd_1_family_311,462,12.0,0.0,1082,2168,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_311,rnd_1_family_311_01,462,88.0,9.0,1082,791,Unknown,DNA/P,False,False,Reco_check,processed
rnd_1_family_30,rnd_1_family_30,472,12.0,76.0,2342,162,Unknown,DNA/P,LTR,False,Good,processed
rnd_1_family_30,rnd_1_family_30_01,472,13.0,0.0,2342,4492,Unknown,LINE/L1,False,False,Need_check,processed
rnd_1_family_372,rnd_1_family_372,234,NaN,NaN,1305,1305,Unknown,Unknown,False,False,NaN,skipped
rnd_1_family_370,rnd_1_family_370,56,16.0,11.0,1780,1078,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_370,rnd_1_family_370_01,56,13.0,11.0,1780,1096,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_364,rnd_1_family_364,44,36.0,15.0,1676,1659,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Reco_check,processed
rnd_1_family_343,rnd_1_family_343,71,22.0,17.0,1268,825,Unknown,Unknown,False,False,Reco_check,processed
rnd_1_family_303,rnd_1_family_303,1131,46.0,0.0,1699,3472,Unknown,LINE/L1,False,False,Need_check,processed
rnd_1_family_303,rnd_1_family_303_01,1131,20.0,0.0,1699,4970,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_353,rnd_1_family_353,51,29.0,0.0,1776,1708,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_166,rnd_1_family_166,108,46.0,5.0,3044,15908,DNA/Maverick,DNA/Maverick,LTR,False,Perfect,processed
rnd_1_family_392,rnd_1_family_392,53,NaN,NaN,1465,1465,Unknown,Unknown,False,False,NaN,skipped
rnd_1_family_367,rnd_1_family_367,411,11.0,0.0,933,4697,Unknown,DNA/hAT-Blackjack,False,False,Need_check,processed
rnd_1_family_296,rnd_1_family_296,84,11.0,0.0,1586,13327,DNA/CMC-Transib,LINE/CR1,False,False,Need_check,processed
rnd_1_family_383,rnd_1_family_383,46,16.0,5.0,1624,1611,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_383,rnd_1_family_383_01,46,13.0,8.0,1624,1621,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_25,rnd_1_family_25,724,95.0,11.0,3317,3279,DNA/CMC-Chapaev-3,DNA/CMC-Chapaev-3,TIR,False,Good,processed
rnd_1_family_39,rnd_1_family_39,533,11.0,26.0,1701,1682,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_1_family_354,rnd_1_family_354,102,81.0,9.0,2187,1083,RC/Helitron,RC/Helitron,TIR,False,Good,processed
rnd_1_family_413,rnd_1_family_413,103,46.0,29.0,1070,1056,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Reco_check,processed
rnd_1_family_400,rnd_1_family_400,89,11.0,1.0,1272,763,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_382,rnd_1_family_382,74,50.0,12.0,1666,1634,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Reco_check,processed
rnd_1_family_390,rnd_1_family_390,409,26.0,120.0,887,1122,Unknown,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_1_family_335,rnd_1_family_335,305,14.0,10.0,906,4712,Unknown,LTR/Pao,LTR,False,Good,processed
rnd_1_family_335,rnd_1_family_335_01,305,14.0,6.0,906,4703,Unknown,LTR/Pao,LTR,False,Good,processed
