input_name,consensus_name,blast_hit_n,cons_MSA_seq_n,cons_full_blast_n,input_length,cons_length,input_TE_type,reclassified_type,terminal_repeat,low_copy,evaluation,status
rnd_4_family_3446,rnd_4_family_3446,14,14.0,0.0,1323,1502,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_2778,rnd_4_family_2778,6,NaN,3.0,8333,8333,Unknown,Unknown,LTR,True,NaN,processed
rnd_4_family_2444,rnd_4_family_2444,55,16.0,0.0,1875,2608,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_429,rnd_4_family_429,19,NaN,NaN,1063,1063,RC/Helitron,RC/Helitron,False,False,NaN,skipped
rnd_4_family_2626,rnd_4_family_2626,39,17.0,1.0,1232,1286,LINE/RTE-X,LINE/RTE-X,False,False,Need_check,processed
rnd_4_family_483,rnd_4_family_483,0,NaN,NaN,142,142,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5041,rnd_4_family_5041,0,NaN,NaN,40,40,Simple_repeat,Simple_repeat,False,False,NaN,skipped
rnd_4_family_2896,rnd_4_family_2896,1,NaN,NaN,3935,3935,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5141,rnd_4_family_5141,0,NaN,NaN,66,66,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_2138,rnd_4_family_2138,161,86.0,0.0,661,570,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_4369,rnd_4_family_4369,18,NaN,NaN,825,825,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_2560,rnd_4_family_2560,33,33.0,0.0,3623,2975,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_438,rnd_4_family_438,7,NaN,NaN,1257,1257,DNA/TcMar-Mariner,DNA/TcMar-Mariner,False,False,NaN,skipped
rnd_4_family_4406,rnd_4_family_4406,1,NaN,NaN,255,255,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_4179,rnd_4_family_4179,18,NaN,NaN,2936,2936,LINE/I-Jockey,LINE/I-Jockey,False,False,NaN,skipped
rnd_4_family_440,rnd_4_family_440,4,NaN,NaN,586,586,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5776,rnd_4_family_5776,0,NaN,NaN,158,158,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5046,rnd_4_family_5046,13,NaN,NaN,566,566,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_4211,rnd_4_family_4211,16,NaN,NaN,4534,4534,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5829,rnd_4_family_5829,1,NaN,NaN,102,102,SINE/tRNA,SINE/tRNA,False,False,NaN,skipped
rnd_4_family_58,rnd_4_family_58,0,NaN,NaN,106,106,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5879,rnd_4_family_5879,5,NaN,NaN,272,272,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_3375,rnd_4_family_3375,27,15.0,0.0,2291,2304,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_544,rnd_4_family_544,15,NaN,NaN,916,916,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_660,rnd_4_family_660,2,NaN,NaN,388,388,DNA/TcMar-Mariner,DNA/TcMar-Mariner,False,False,NaN,skipped
rnd_4_family_651,rnd_4_family_651,7,NaN,NaN,908,908,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5779,rnd_4_family_5779,10,NaN,NaN,1100,1100,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_715,rnd_4_family_715,0,NaN,NaN,139,139,tRNA,tRNA,False,False,NaN,skipped
rnd_4_family_674,rnd_4_family_674,2,NaN,NaN,343,343,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5627,rnd_4_family_5627,16,NaN,NaN,3022,3022,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_785,rnd_4_family_785,2,NaN,NaN,260,260,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_73,rnd_4_family_73,11,NaN,NaN,745,745,RC/Helitron,RC/Helitron,False,False,NaN,skipped
rnd_4_family_593,rnd_4_family_593,23,NaN,NaN,2463,2463,LINE/I-Jockey,LINE/I-Jockey,False,False,NaN,skipped
rnd_4_family_5188,rnd_4_family_5188,39,29.0,0.0,480,441,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_3912,rnd_4_family_3912,18,18.0,0.0,2454,3446,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_5624,rnd_4_family_5624,19,NaN,NaN,3340,3340,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5432,rnd_4_family_5432,21,16.0,3.0,1004,1965,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_4261,rnd_4_family_4261,4728,45.0,43.0,1022,1295,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Reco_check,processed
rnd_4_family_911,rnd_4_family_911,0,NaN,NaN,32,32,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_9527,rnd_4_family_9527,3,NaN,NaN,209,209,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_542,rnd_4_family_542,28,17.0,0.0,2200,3033,DNA/hAT-Charlie,DNA/hAT-Charlie,False,False,Need_check,processed
rnd_4_family_961,rnd_4_family_961,4,NaN,NaN,239,239,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_541,rnd_4_family_541,20,19.0,0.0,1359,1141,LINE/R1-LOA,LINE/R1-LOA,False,False,Need_check,processed
rnd_1_family_128,rnd_1_family_128,96,13.0,13.0,953,22028,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_128,rnd_1_family_128_01,96,11.0,0.0,953,20501,Unknown,Unknown,LTR,False,Need_check,processed
rnd_4_family_878,rnd_4_family_878,19,NaN,NaN,3594,3594,DNA/hAT-Pegasus,DNA/hAT-Pegasus,False,False,NaN,skipped
rnd_4_family_434,rnd_4_family_434,14,14.0,0.0,5504,5462,LINE/I-Jockey,LINE/I-Jockey,False,False,Need_check,processed
rnd_4_family_885,rnd_4_family_885,27,23.0,0.0,776,387,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_2774,rnd_4_family_2774,102,96.0,0.0,571,697,Unknown,DNA/P,LTR,False,Need_check,processed
rnd_4_family_6123,rnd_4_family_6123,13,NaN,NaN,6318,6318,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_90,rnd_4_family_90,33,33.0,0.0,390,312,Unknown,LTR/Pao,False,False,Need_check,processed
rnd_4_family_1274,rnd_4_family_1274,4,NaN,NaN,26044,26044,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_887,rnd_4_family_887,81,26.0,0.0,797,303,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_859,rnd_4_family_859,415,20.0,0.0,682,686,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_859,rnd_4_family_859_01,415,24.0,3.0,682,854,Unknown,Satellite,False,False,Reco_check,processed
rnd_4_family_3946,rnd_4_family_3946,20,16.0,5.0,3701,3621,Unknown,Unknown,False,False,Need_check,processed
rnd_5_family_161,rnd_5_family_161,29,27.0,0.0,1187,1291,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_107,rnd_1_family_107,512,34.0,71.0,749,722,DNA/P,DNA/P,False,False,Reco_check,processed
rnd_1_family_107,rnd_1_family_107_01,512,14.0,71.0,749,749,DNA/P,DNA/P,False,False,Need_check,processed
rnd_4_family_891,rnd_4_family_891,25,11.0,1.0,4648,3097,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_273,rnd_4_family_273,2,NaN,NaN,16268,16268,LINE/I,LINE/I,False,False,NaN,skipped
rnd_4_family_1539,rnd_4_family_1539,64,21.0,0.0,679,12664,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
rnd_1_family_108,rnd_1_family_108,569,13.0,13.0,1834,1158,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_108,rnd_1_family_108_01,569,11.0,1.0,1834,1738,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_122,rnd_1_family_122,511,22.0,8.0,1655,1382,DNA/P,DNA/P,False,False,Reco_check,processed
rnd_1_family_122,rnd_1_family_122_01,511,10.0,0.0,1655,2071,DNA/P,DNA/P,False,False,Need_check,processed
rnd_1_family_118,rnd_1_family_118,138,29.0,37.0,1683,1660,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_1_family_118,rnd_1_family_118_01,138,14.0,37.0,1683,1658,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_1_family_137,rnd_1_family_137,3803,49.0,43.0,1332,1296,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Reco_check,processed
rnd_1_family_112,rnd_1_family_112,253,52.0,0.0,1661,1018,DNA/CMC-Chapaev-3,DNA/CMC-Chapaev-3,TIR,False,Need_check,processed
rnd_1_family_112,rnd_1_family_112_01,253,47.0,0.0,1661,910,DNA/CMC-Chapaev-3,DNA/CMC-Chapaev-3,False,False,Need_check,processed
rnd_4_family_6734,rnd_4_family_6734,4,NaN,NaN,10543,10543,Unknown,Unknown,False,False,NaN,skipped
rnd_1_family_115,rnd_1_family_115,52,20.0,1.0,530,6488,Unknown,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_8901,rnd_4_family_8901,123,92.0,2.0,596,495,Unknown,Unknown,False,False,Reco_check,processed
rnd_1_family_11,rnd_1_family_11,5184,78.0,1646.0,1405,966,RC/Helitron,RC/Helitron,LTR,False,Good,processed
rnd_1_family_155,rnd_1_family_155,371,33.0,40.0,1272,1005,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_1_family_157,rnd_1_family_157,422,33.0,40.0,1063,1005,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_1_family_164,rnd_1_family_164,37,18.0,10.0,1194,1171,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_164,rnd_1_family_164_01,37,10.0,0.0,1194,2218,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_142,rnd_1_family_142,458,88.0,7.0,1084,788,Unknown,DNA/P,False,False,Reco_check,processed
rnd_1_family_152,rnd_1_family_152,412,26.0,99.0,2224,1159,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_1_family_152,rnd_1_family_152_01,412,14.0,89.0,2224,1126,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_1_family_167,rnd_1_family_167,424,37.0,40.0,1070,1005,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_1_family_148,rnd_1_family_148,125,14.0,6.0,976,692,Unknown,LINE/R1-LOA,False,False,Need_check,processed
rnd_1_family_139,rnd_1_family_139,489,13.0,0.0,972,1606,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_139,rnd_1_family_139_01,489,85.0,12.0,972,786,Unknown,DNA/P,False,False,Reco_check,processed
rnd_1_family_149,rnd_1_family_149,211,95.0,114.0,2295,860,Unknown,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_187,rnd_1_family_187,15,15.0,0.0,169,8398,Unknown,DNA/hAT-Blackjack,False,False,Need_check,processed
rnd_1_family_123,rnd_1_family_123,99,25.0,11.0,2501,6321,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_123,rnd_1_family_123_01,99,19.0,9.0,2501,3173,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_197,rnd_1_family_197,4516,23.0,57.0,1207,893,DNA/hAT-Charlie,DNA/hAT-Charlie,False,False,Reco_check,processed
rnd_1_family_197,rnd_1_family_197_01,4516,18.0,55.0,1207,901,DNA/hAT-Charlie,DNA/hAT-Charlie,False,False,Need_check,processed
rnd_1_family_20,rnd_1_family_20,6345,93.0,0.0,1320,1121,RC/Helitron,RC/Helitron,LTR,False,Need_check,processed
rnd_1_family_168,rnd_1_family_168,659,23.0,19.0,2500,4962,LINE/CR1,LINE/CR1,False,False,Reco_check,processed
rnd_1_family_168,rnd_1_family_168_01,659,11.0,35.0,2500,4097,LINE/CR1,LINE/CR1,False,False,Need_check,processed
rnd_1_family_218,rnd_1_family_218,351,16.0,3.0,1046,887,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_218,rnd_1_family_218_01,351,10.0,16.0,1046,893,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_207,rnd_1_family_207,125,14.0,6.0,976,692,Unknown,LINE/R1-LOA,False,False,Need_check,processed
rnd_1_family_159,rnd_1_family_159,119,25.0,9.0,2818,3180,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_159,rnd_1_family_159_01,119,19.0,11.0,2818,6344,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_175,rnd_1_family_175,88,73.0,31.0,1367,679,Unknown,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_10,rnd_1_family_10,721,95.0,11.0,3316,3281,DNA/CMC-Chapaev-3,DNA/CMC-Chapaev-3,TIR,False,Good,processed
rnd_1_family_212,rnd_1_family_212,11028,85.0,1656.0,1178,967,RC/Helitron,RC/Helitron,LTR,False,Good,processed
rnd_1_family_22,rnd_1_family_22,355,91.0,8.0,1306,783,Unknown,DNA/P,False,False,Reco_check,processed
rnd_1_family_177,rnd_1_family_177,114,86.0,15.0,3330,2146,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_224,rnd_1_family_224,125,14.0,0.0,976,1212,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_223,rnd_1_family_223,7785,91.0,884.0,1323,1175,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_130,rnd_1_family_130,113,22.0,1.0,2441,10195,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
rnd_1_family_130,rnd_1_family_130_01,113,18.0,1.0,2441,2525,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_1_family_173,rnd_1_family_173,163,23.0,9.0,1978,6805,LTR/Pao,LTR/Pao,False,False,Reco_check,processed
rnd_1_family_173,rnd_1_family_173_01,163,21.0,11.0,1978,6230,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_248,rnd_1_family_248,49,27.0,3.0,1994,2134,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_248,rnd_1_family_248_01,49,10.0,0.0,1994,2892,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_215,rnd_1_family_215,248,19.0,0.0,1499,1762,LINE/R1,LINE/R1,False,False,Need_check,processed
rnd_1_family_226,rnd_1_family_226,252,10.0,0.0,1039,1898,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_226,rnd_1_family_226_01,252,87.0,3.0,1039,834,Unknown,DNA/P,False,False,Reco_check,processed
rnd_1_family_24,rnd_1_family_24,685,82.0,6.0,1125,1044,Unknown,Satellite,LTR,False,Good,processed
rnd_1_family_252,rnd_1_family_252,330,70.0,13.0,1774,952,Unknown,Satellite,False,False,Reco_check,processed
rnd_1_family_231,rnd_1_family_231,516,12.0,0.0,881,2168,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_231,rnd_1_family_231_01,516,88.0,9.0,881,794,Unknown,DNA/P,False,False,Reco_check,processed
rnd_1_family_253,rnd_1_family_253,515,21.0,8.0,1661,1355,DNA/P,DNA/P,False,False,Reco_check,processed
rnd_1_family_253,rnd_1_family_253_01,515,12.0,3.0,1661,2161,DNA/P,DNA/P,False,False,Need_check,processed
rnd_1_family_297,rnd_1_family_297,9,NaN,NaN,4664,4664,RC/Helitron,RC/Helitron,False,False,NaN,skipped
rnd_1_family_26,rnd_1_family_26,617,13.0,13.0,1734,1156,Unknown,DNA/P,LTR,False,Good,processed
rnd_1_family_26,rnd_1_family_26_01,617,12.0,12.0,1734,1182,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_264,rnd_1_family_264,259,35.0,15.0,1346,1179,Unknown,DNA/P,False,False,Reco_check,processed
rnd_1_family_264,rnd_1_family_264_01,259,11.0,0.0,1346,1576,Unknown,DNA/P,TIR,False,Need_check,processed
rnd_1_family_289,rnd_1_family_289,99,30.0,0.0,1577,1044,Unknown,Unknown,TIR,False,Need_check,processed
rnd_1_family_289,rnd_1_family_289_01,99,23.0,4.0,1577,1253,Unknown,Unknown,TIR,False,Good,processed
rnd_1_family_286,rnd_1_family_286,31,19.0,1.0,3176,3158,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_308,rnd_1_family_308,23,19.0,1.0,1891,3178,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_288,rnd_1_family_288,420,73.0,18.0,977,938,Unknown,Satellite,LTR,False,Good,processed
rnd_1_family_113,rnd_1_family_113,108,46.0,5.0,3044,15908,DNA/Maverick,DNA/Maverick,LTR,False,Perfect,processed
rnd_1_family_27,rnd_1_family_27,4672,92.0,883.0,1707,1175,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_166,rnd_1_family_166,400,90.0,20.0,3098,4948,LINE/CR1,LINE/CR1,False,False,Reco_check,processed
rnd_1_family_282,rnd_1_family_282,10973,81.0,735.0,1177,1181,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_313,rnd_1_family_313,72,49.0,0.0,1400,1992,LTR/Pao,LTR/Pao,False,False,Need_check,processed
rnd_1_family_12,rnd_1_family_12,276,13.0,1.0,4463,10833,Unknown,Satellite,LTR,False,Need_check,processed
rnd_1_family_12,rnd_1_family_12_01,276,12.0,0.0,4463,9180,Unknown,LINE/L1,LTR,False,Need_check,processed
rnd_1_family_259,rnd_1_family_259,55,34.0,3.0,2487,3897,DNA/hAT-Pegasus,DNA/hAT-Pegasus,False,False,Reco_check,processed
rnd_1_family_259,rnd_1_family_259_01,55,12.0,4.0,2487,3446,DNA/hAT-Pegasus,DNA/hAT-Pegasus,False,False,Need_check,processed
rnd_1_family_319,rnd_1_family_319,33,20.0,0.0,2455,3202,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_1_family_324,rnd_1_family_324,308,21.0,11.0,1584,994,Unknown,Satellite,False,False,Reco_check,processed
rnd_1_family_324,rnd_1_family_324_01,308,12.0,3.0,1584,848,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_318,rnd_1_family_318,32,11.0,0.0,2023,2223,DNA/hAT-Ac,DNA/hAT-Ac,False,False,Need_check,processed
rnd_1_family_318,rnd_1_family_318_01,32,20.0,0.0,2023,1612,DNA/hAT-Ac,DNA/hAT-Ac,False,False,Need_check,processed
rnd_1_family_343,rnd_1_family_343,35,34.0,0.0,1598,1385,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_323,rnd_1_family_323,938,91.0,328.0,674,648,Unknown,LINE/CR1,False,False,Reco_check,processed
rnd_1_family_347,rnd_1_family_347,321,21.0,0.0,1518,1570,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_347,rnd_1_family_347_01,321,17.0,10.0,1518,1020,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_341,rnd_1_family_341,11112,86.0,556.0,1182,1186,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_351,rnd_1_family_351,628,16.0,12.0,1683,1153,Unknown,DNA/P,LTR,False,Good,processed
rnd_1_family_351,rnd_1_family_351_01,628,13.0,0.0,1683,1492,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_355,rnd_1_family_355,339,13.0,0.0,2181,1495,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_355,rnd_1_family_355_01,339,11.0,1.0,2181,1714,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_357,rnd_1_family_357,37,18.0,0.0,2236,1751,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_1_family_365,rnd_1_family_365,30,16.0,0.0,3126,3242,Unknown,LTR/Pao,False,False,Need_check,processed
rnd_1_family_344,rnd_1_family_344,6319,54.0,34.0,1085,671,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_344,rnd_1_family_344_01,6319,21.0,1703.0,1085,1018,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_366,rnd_1_family_366,2663,13.0,1514.0,2584,1126,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_1_family_366,rnd_1_family_366_01,2663,63.0,2003.0,2584,829,LTR/Gypsy,LTR/Gypsy,LTR,False,Good,processed
rnd_1_family_374,rnd_1_family_374,58,33.0,0.0,1800,1477,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_369,rnd_1_family_369,57,49.0,0.0,861,930,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_315,rnd_1_family_315,81,10.0,0.0,1709,11524,DNA/CMC-Transib,LINE/CR1,False,False,Need_check,processed
rnd_1_family_285,rnd_1_family_285,180,27.0,6.0,2479,6620,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_285,rnd_1_family_285_01,180,14.0,10.0,2479,6605,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_359,rnd_1_family_359,150,27.0,7.0,1270,1006,Unknown,Unknown,TIR,False,Good,processed
rnd_1_family_392,rnd_1_family_392,44,11.0,6.0,1665,1663,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_387,rnd_1_family_387,282,26.0,7.0,1015,1001,Unknown,Unknown,TIR,False,Good,processed
rnd_1_family_387,rnd_1_family_387_01,282,13.0,0.0,1015,844,Unknown,Unknown,TIR,False,Need_check,processed
rnd_1_family_276,rnd_1_family_276,300,31.0,10.0,2204,4766,LTR/Pao,LTR/Pao,LTR,False,Perfect,processed
rnd_1_family_276,rnd_1_family_276_01,300,25.0,0.0,2204,8360,LTR/Pao,LTR/Pao,False,False,Need_check,processed
rnd_1_family_377,rnd_1_family_377,338,16.0,116.0,2746,1137,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_1_family_377,rnd_1_family_377_01,338,14.0,101.0,2746,1145,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_1_family_378,rnd_1_family_378,6881,83.0,1851.0,1272,837,RC/Helitron,RC/Helitron,LTR,False,Good,processed
rnd_1_family_368,rnd_1_family_368,71,38.0,0.0,1497,3517,Unknown,DNA/CMC-EnSpm,False,False,Need_check,processed
rnd_1_family_140,rnd_1_family_140,405,10.0,0.0,4274,17212,Unknown,Satellite,LTR,False,Need_check,processed
rnd_1_family_140,rnd_1_family_140_01,405,15.0,0.0,4274,11948,Unknown,LINE/CR1,LTR,False,Need_check,processed
rnd_1_family_37,rnd_1_family_37,661,83.0,8.0,1601,1016,Unknown,Satellite,LTR,False,Good,processed
rnd_1_family_397,rnd_1_family_397,305,21.0,10.0,1489,1008,Unknown,Satellite,False,False,Reco_check,processed
rnd_1_family_397,rnd_1_family_397_01,305,13.0,0.0,1489,1412,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_210,rnd_1_family_210,238,15.0,0.0,5461,14487,Unknown,Unknown,LTR,False,Need_check,processed
rnd_1_family_210,rnd_1_family_210_01,238,14.0,0.0,5461,18935,Unknown,Unknown,LTR,False,Need_check,processed
rnd_1_family_303,rnd_1_family_303,418,13.0,0.0,1387,14090,LINE/CR1,LINE/CR1,LTR,False,Need_check,processed
rnd_1_family_303,rnd_1_family_303_01,418,13.0,27.0,1387,4327,LINE/CR1,LINE/CR1,False,False,Need_check,processed
rnd_1_family_416,rnd_1_family_416,50,27.0,0.0,797,1111,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_407,rnd_1_family_407,35,22.0,0.0,1609,1715,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_440,rnd_1_family_440,11,NaN,NaN,3603,3603,RC/Helitron,RC/Helitron,False,False,NaN,skipped
rnd_1_family_409,rnd_1_family_409,533,15.0,1.0,1937,1532,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_409,rnd_1_family_409_01,533,11.0,12.0,1937,1148,Unknown,DNA/P,LTR,False,Good,processed
rnd_1_family_435,rnd_1_family_435,35,13.0,6.0,1659,1644,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_1_family_375,rnd_1_family_375,83,12.0,0.0,1627,7611,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_451,rnd_1_family_451,8,NaN,NaN,3532,3532,LTR/Pao,LTR/Pao,False,False,NaN,skipped
rnd_1_family_419,rnd_1_family_419,231,63.0,5.0,1476,1564,Unknown,DNA/P,False,False,Reco_check,processed
rnd_1_family_419,rnd_1_family_419_01,231,14.0,7.0,1476,1001,Unknown,Unknown,TIR,False,Good,processed
rnd_1_family_425,rnd_1_family_425,53,36.0,0.0,876,866,DNA/hAT-hobo,DNA/hAT-hobo,False,False,Need_check,processed
rnd_1_family_405,rnd_1_family_405,47,16.0,0.0,2200,3149,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_1_family_396,rnd_1_family_396,2791,13.0,0.0,2370,5547,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_396,rnd_1_family_396_01,2791,70.0,1691.0,2370,1027,Unknown,LTR/Gypsy,LTR,False,Good,processed
rnd_1_family_404,rnd_1_family_404,70,63.0,0.0,1014,1212,Unknown,LINE/CR1,TIR,False,Need_check,processed
rnd_1_family_442,rnd_1_family_442,77,24.0,4.0,768,541,Unknown,Unknown,False,False,Reco_check,processed
rnd_1_family_457,rnd_1_family_457,311,24.0,10.0,1620,1020,Unknown,Unknown,False,False,Reco_check,processed
rnd_1_family_379,rnd_1_family_379,64,11.0,0.0,1996,10996,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_420,rnd_1_family_420,30,30.0,2.0,3640,5921,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_43,rnd_1_family_43,5247,86.0,554.0,1397,1196,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_328,rnd_1_family_328,234,71.0,0.0,1688,2639,LINE/R1,LINE,TIR,False,Need_check,processed
rnd_1_family_328,rnd_1_family_328_01,234,20.0,0.0,1688,2986,LINE/R1,LINE/R1,TIR,False,Need_check,processed
rnd_1_family_340,rnd_1_family_340,23,15.0,4.0,14784,12603,Unknown,Unknown,LTR,False,Good,processed
rnd_1_family_446,rnd_1_family_446,2807,57.0,2001.0,2327,822,Unknown,LTR/Gypsy,TIR,False,Good,processed
rnd_1_family_68,rnd_1_family_68,66,NaN,NaN,1168,1168,Unknown,Unknown,False,False,NaN,skipped
rnd_1_family_454,rnd_1_family_454,11289,86.0,438.0,1176,1187,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_452,rnd_1_family_452,2697,65.0,0.0,3119,1383,RC/Helitron,RC/Helitron,LTR,False,Need_check,processed
rnd_1_family_56,rnd_1_family_56,364,15.0,10.0,2332,1571,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_47,rnd_1_family_47,603,25.0,8.0,1225,1344,Unknown,DNA/P,False,False,Reco_check,processed
rnd_1_family_47,rnd_1_family_47_01,603,14.0,7.0,1225,1474,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_46,rnd_1_family_46,11156,90.0,1094.0,1193,1170,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_438,rnd_1_family_438,79,72.0,1.0,1733,1807,Unknown,Unknown,False,False,Need_check,processed
