name	coverage	copy_number
RND-3_FAMILY-82#Unknown	20263	109
RND-3_FAMILY-343#Unknown	20241	86
RND-3_FAMILY-1004#Unknown	20236	115
RND-4_FAMILY-1576#Unknown	20125	72
RND-1_FAMILY-133#DNA/CMC-Chapaev-3	20090	32
RND-1_FAMILY-409#LTR/Pao	20025	25
RND-4_FAMILY-8050#Unknown	19892	84
RND-4_FAMILY-1165#LTR/Pao	19785	83
RND-4_FAMILY-2710#DNA/CMC-Transib	19772	91
RND-4_FAMILY-2159#LTR/Pao	19762	17
RND-4_FAMILY-722#LTR/Gypsy	19548	29
RND-1_FAMILY-339#LTR/Gypsy	19530	14
RND-4_FAMILY-1006#LTR/Gypsy	19476	42
RND-1_FAMILY-179#LTR/Gypsy	19415	20
RND-4_FAMILY-559#LTR/Gypsy	19394	18
RND-3_FAMILY-740#Unknown	19391	106
RND-1_FAMILY-94#Unknown	19364	41
RND-4_FAMILY-788#LTR/Gypsy	19307	36
RND-1_FAMILY-335#Unknown	19224	79
RND-4_FAMILY-1711#LTR/Gypsy	19100	10
RND-1_FAMILY-146#LTR/Pao	19022	12
RND-4_FAMILY-3729#Unknown	18990	65
RND-1_FAMILY-277#LTR/Pao	18971	64
RND-1_FAMILY-79#LTR/Gypsy	18876	21
RND-3_FAMILY-993#LINE/R1	18868	30
RND-1_FAMILY-248#RC/Helitron	18841	29
RND-4_FAMILY-677#LINE/R1-LOA	18709	45
RND-1_FAMILY-324#LTR/Pao	18657	27
RND-1_FAMILY-182#Unknown	18565	53
RND-4_FAMILY-830#LTR/Pao	18373	12
RND-4_FAMILY-99#Unknown	18344	34
RND-1_FAMILY-304#LINE/L2	18313	10
RND-4_FAMILY-1725#DNA/P	18216	18
RND-1_FAMILY-113#DNA/P	18201	34
RND-4_FAMILY-2545#DNA/CMC-Transib	18147	23
RND-1_FAMILY-307#LTR/Gypsy	18132	5
RND-1_FAMILY-243#LINE/I-Jockey	17729	108
RND-1_FAMILY-25#LINE/R1-LOA	17655	10
RND-4_FAMILY-3485#LTR/Gypsy	17626	24
RND-1_FAMILY-395#DNA/TcMar-Tc1	17592	40
RND-4_FAMILY-1009#LTR/Gypsy	17472	17
RND-1_FAMILY-231#LTR/Pao	17194	24
RND-4_FAMILY-911#Unknown	17108	73
RND-1_FAMILY-411#Unknown	16948	30
RND-1_FAMILY-372#DNA/CMC-EnSpm	16939	29
RND-1_FAMILY-308#LINE/I-Jockey	16901	15
RND-1_FAMILY-211#DNA/CMC-EnSpm	16865	34
RND-1_FAMILY-344#LTR/Gypsy	16834	7
RND-4_FAMILY-1341#Unknown	16793	76
RND-1_FAMILY-391#DNA/hAT-Pegasus	16714	52
RND-4_FAMILY-870#Unknown	16470	27
RND-4_FAMILY-1532#RC/Helitron	16306	59
RND-4_FAMILY-2303#Unknown	16163	30
RND-3_FAMILY-415#LTR/Pao	15993	13
RND-4_FAMILY-717#LINE/R1-LOA	15862	33
RND-4_FAMILY-2065#Unknown	15847	17
RND-4_FAMILY-2248#Unknown	15818	41
RND-4_FAMILY-1183#LTR/Gypsy	15656	28
RND-1_FAMILY-292#DNA/hAT-Ac	15649	30
RND-1_FAMILY-181#DNA/PIF-Harbinger	15599	50
RND-1_FAMILY-203#LTR/Pao	15555	11
RND-4_FAMILY-1965#Unknown	15552	80
RND-1_FAMILY-400#LTR/Gypsy	15535	25
RND-1_FAMILY-334#Satellite	15245	26
RND-1_FAMILY-42#LINE/CR1	15210	21
RND-4_FAMILY-2044#DNA/TcMar-Tc1	15147	25
RND-4_FAMILY-908#DNA/CMC-EnSpm	14969	28
RND-1_FAMILY-364#LTR/Gypsy	14913	21
RND-1_FAMILY-352#LTR/Gypsy	14874	10
RND-4_FAMILY-1669#Unknown	14812	18
RND-4_FAMILY-3032#LINE/I-Jockey	14765	30
RND-1_FAMILY-337#Unknown	14634	26
RND-4_FAMILY-1522#DNA/TcMar-Tc1	14564	78
RND-4_FAMILY-8120#Unknown	14184	23
RND-4_FAMILY-667#Unknown	14174	31
RND-1_FAMILY-228#Unknown	14158	56
RND-4_FAMILY-919#Unknown	14037	35
RND-4_FAMILY-2031#DNA/TcMar-Tc1	14026	24
RND-1_FAMILY-254#LTR/Pao	13962	23
RND-3_FAMILY-369#Unknown	13960	94
RND-1_FAMILY-274#Unknown	13895	22
RND-1_FAMILY-346#Unknown	13886	23
RND-4_FAMILY-455#LINE/R1	13810	31
RND-4_FAMILY-8300#DNA/CMC-Chapaev-3	13746	27
RND-4_FAMILY-1841#LTR/Gypsy	13582	15
RND-3_FAMILY-207#Unknown	13553	48
RND-4_FAMILY-218#Satellite	13510	80
RND-1_FAMILY-252#DNA/hAT-Pegasus	13451	20
RND-1_FAMILY-370#LTR/Gypsy	13431	19
RND-1_FAMILY-23#Unknown	13417	58
RND-4_FAMILY-737#DNA/TcMar-Tc1	13298	48
RND-4_FAMILY-1169#LINE/R1-LOA	13249	19
RND-4_FAMILY-3780#Unknown	13113	25
RND-4_FAMILY-2739#LTR/Pao	13080	23
RND-4_FAMILY-749#LINE/R1-LOA	13022	28
RND-1_FAMILY-115#LINE/R1	12991	55
RND-4_FAMILY-580#DNA/TcMar-Mariner	12904	35
RND-1_FAMILY-341#LTR/Pao	12871	41
RND-4_FAMILY-3526#DNA/CMC-Transib	12801	43
RND-3_FAMILY-116#LTR/Pao	12658	43
RND-1_FAMILY-54#LINE/CR1	12586	3
RND-4_FAMILY-2518#Unknown	12521	46
RND-1_FAMILY-288#Unknown	12336	12
RND-1_FAMILY-168#LINE/CR1	12258	4
RND-4_FAMILY-1475#Unknown	12239	96
RND-1_FAMILY-141#LTR/Pao	12187	15
RND-4_FAMILY-17#Satellite	12170	42
RND-1_FAMILY-212#Unknown	12122	59
RND-1_FAMILY-34#Unknown	12035	44
RND-1_FAMILY-336#LTR/Pao	11918	21
RND-4_FAMILY-5#LTR/Pao	11904	16
RND-1_FAMILY-191#Unknown	11848	38
RND-4_FAMILY-1342#Unknown	11798	35
RND-3_FAMILY-165#Unknown	11789	63
RND-4_FAMILY-2030#DNA/CMC-EnSpm	11641	17
RND-4_FAMILY-1814#Unknown	11634	46
RND-4_FAMILY-1349#Unknown	11552	65
RND-4_FAMILY-1266#Unknown	11506	35
RND-4_FAMILY-341#Unknown	11498	48
RND-4_FAMILY-1051#LTR/Gypsy	11426	6
RND-1_FAMILY-258#LINE/R1	11259	16
RND-4_FAMILY-3065#LTR/Pao	11156	38
RND-1_FAMILY-330#DNA/TcMar-Tc1	11112	26
RND-1_FAMILY-70#Unknown	11016	37
RND-4_FAMILY-389#LINE/R1-LOA	11009	31
RND-1_FAMILY-385#DNA/TcMar-Mariner	10954	20
RND-1_FAMILY-325#DNA/TcMar-Tc1	10554	18
RND-4_FAMILY-3113#Unknown	10484	10
RND-1_FAMILY-126#LINE/R1	10320	11
RND-1_FAMILY-103#Unknown	10286	3
RND-1_FAMILY-410#Unknown	10237	45
RND-1_FAMILY-295#Unknown	10234	30
RND-1_FAMILY-414#Unknown	10225	30
RND-4_FAMILY-676#LINE/R1-LOA	10181	24
RND-4_FAMILY-776#Unknown	10112	51
RND-4_FAMILY-1204#DNA/P	10088	34
RND-4_FAMILY-5441#LTR/Gypsy	9960	34
RND-1_FAMILY-353#LINE/I	9814	51
RND-4_FAMILY-1287#Unknown	9567	26
RND-4_FAMILY-1233#Unknown	9561	43
RND-1_FAMILY-402#Unknown	9477	18
RND-4_FAMILY-3579#Unknown	9466	23
RND-4_FAMILY-74#Unknown	9462	45
RND-1_FAMILY-160#LTR/Gypsy	9461	2
RND-1_FAMILY-412#DNA/CMC-EnSpm	9456	5
RND-1_FAMILY-390#Unknown	9455	16
RND-1_FAMILY-193#DNA/PIF-Harbinger	9384	39
RND-4_FAMILY-204#Unknown	9351	57
RND-4_FAMILY-54#DNA/hAT-Ac	9275	52
RND-4_FAMILY-729#LINE/R1-LOA	9207	42
RND-1_FAMILY-74#DNA/P	9165	19
RND-3_FAMILY-321#Unknown	8991	58
RND-4_FAMILY-185#LTR/Pao	8882	23
RND-1_FAMILY-345#LTR/Gypsy	8874	12
RND-4_FAMILY-1480#Unknown	8770	58
RND-4_FAMILY-2369#RC/Helitron	8750	22
RND-1_FAMILY-382#Unknown	8659	40
RND-1_FAMILY-192#DNA/PIF-Harbinger	8637	39
RND-1_FAMILY-198#Unknown	8439	40
RND-4_FAMILY-747#LTR/Gypsy	8417	4
RND-3_FAMILY-35#Unknown	8323	55
RND-1_FAMILY-209#Unknown	8215	33
RND-1_FAMILY-26#Unknown	8065	28
RND-4_FAMILY-904#Unknown	8021	37
RND-4_FAMILY-4459#Unknown	7995	33
RND-4_FAMILY-678#LTR/Pao	7892	17
RND-3_FAMILY-1478#Unknown	7870	7
RND-4_FAMILY-1127#Unknown	7799	31
FBTE0001036#LINE/R1	7697	11
RND-4_FAMILY-2594#RC/Helitron	7656	32
RND-4_FAMILY-728#Unknown	7608	40
RND-1_FAMILY-142#Unknown	7509	14
RND-1_FAMILY-305#Unknown	7388	28
RND-4_FAMILY-7418#Unknown	7377	30
RND-4_FAMILY-977#RC/Helitron	7340	43
RND-4_FAMILY-1352#LINE/R1	7333	8
RND-4_FAMILY-1258#Unknown	7322	31
RND-1_FAMILY-164#Unknown	7265	40
RND-1_FAMILY-375#LTR/Pao	7219	14
RND-1_FAMILY-244#Unknown	7077	13
RND-1_FAMILY-306#Unknown	7062	19
RND-4_FAMILY-3678#Unknown	6993	25
RND-4_FAMILY-913#Unknown	6952	31
RND-1_FAMILY-239#Unknown	6768	4
RND-4_FAMILY-7470#Unknown	6748	18
RND-4_FAMILY-2379#Unknown	6679	28
RND-1_FAMILY-200#Unknown	6628	17
RND-1_FAMILY-322#LINE/L1	6623	29
RND-4_FAMILY-190#Unknown	6586	16
RND-1_FAMILY-281#DNA/CMC-Transib	6503	27
RND-1_FAMILY-20#LTR/Gypsy	6442	3
RND-1_FAMILY-289#Unknown	6349	11
RND-1_FAMILY-256#Unknown	6342	42
RND-1_FAMILY-290#Unknown	6341	29
RND-4_FAMILY-1327#Unknown	6271	33
RND-1_FAMILY-187#DNA/TcMar-Tc1	6153	7
RND-1_FAMILY-111#LTR/Pao	6068	2
RND-4_FAMILY-1211#LINE/I-Jockey	6015	9
RND-1_FAMILY-302#Unknown	6003	20
RND-4_FAMILY-3771#DNA/hAT-Ac	5918	20
RND-4_FAMILY-736#Unknown	5814	26
RND-4_FAMILY-316#Unknown	5748	16
RND-4_FAMILY-3121#Unknown	5742	32
RND-4_FAMILY-553#LINE/R1-LOA	5707	32
RND-1_FAMILY-393#DNA/Maverick	5675	4
RND-4_FAMILY-783#Unknown	5639	37
RND-4_FAMILY-1686#LINE/R1-LOA	5565	20
FBTE0000118#LINE/R1	5537	13
RND-4_FAMILY-1303#Unknown	5488	27
RND-1_FAMILY-37#Unknown	5440	34
RND-4_FAMILY-2166#Unknown	5415	13
RND-1_FAMILY-257#Unknown	5400	35
RND-1_FAMILY-246#Unknown	5391	20
RND-1_FAMILY-201#Unknown	5377	25
RND-4_FAMILY-829#LTR/Pao	5298	11
RND-4_FAMILY-4323#LTR/Gypsy	5246	23
RND-4_FAMILY-530#Unknown	5244	32
RND-4_FAMILY-2236#Unknown	5140	13
RND-4_FAMILY-489#Unknown	5111	30
RND-4_FAMILY-670#LTR/Gypsy	5051	2
RND-1_FAMILY-109#DNA/Maverick	5002	4
RND-4_FAMILY-299#Unknown	4997	22
RND-3_FAMILY-218#Unknown	4894	18
RND-1_FAMILY-275#Unknown	4849	21
RND-4_FAMILY-2152#Unknown	4829	30
RND-4_FAMILY-4223#Unknown	4762	18
RND-3_FAMILY-162#Unknown	4751	36
RND-4_FAMILY-650#Unknown	4726	20
RND-4_FAMILY-950#Unknown	4618	36
RND-1_FAMILY-376#Unknown	4518	22
RND-4_FAMILY-2342#Unknown	4485	23
RND-1_FAMILY-273#LTR/Gypsy	4431	7
RND-1_FAMILY-219#Unknown	4409	18
RND-1_FAMILY-75#Unknown	4407	28
RND-1_FAMILY-241#Unknown	4351	23
RND-3_FAMILY-521#Satellite	4262	24
RND-4_FAMILY-1789#Unknown	4213	20
RND-4_FAMILY-2268#Unknown	4013	28
RND-4_FAMILY-2#LTR/Pao	3939	6
RND-4_FAMILY-1802#Unknown	3828	22
RND-4_FAMILY-6089#Unknown	3681	19
RND-4_FAMILY-6959#Unknown	3679	30
RND-1_FAMILY-91#Satellite	3646	3
RND-4_FAMILY-774#LTR/Gypsy	3542	7
RND-4_FAMILY-3656#Unknown	3449	25
RND-3_FAMILY-759#Unknown	3413	18
RND-3_FAMILY-2709#Unknown	3250	18
RND-1_FAMILY-167#Unknown	3244	13
RND-1_FAMILY-195#LTR/Pao	3169	5
RND-4_FAMILY-651#LTR/Pao	3028	10
RND-3_FAMILY-205#SINE/ID	2983	27
RND-1_FAMILY-287#Unknown	2934	5
RND-1_FAMILY-150#LTR/Pao	2853	4
RND-1_FAMILY-255#LTR/Gypsy	2841	4
RND-4_FAMILY-1729#Unknown	2679	13
RND-1_FAMILY-319#Unknown	2645	14
RND-4_FAMILY-5284#Unknown	2373	11
RND-1_FAMILY-121#DNA/hAT-Pegasus	2305	7
RND-1_FAMILY-285#Unknown	2300	9
RND-1_FAMILY-204#Unknown	2280	13
RND-1_FAMILY-321#RC/Helitron	2225	3
RND-4_FAMILY-4626#LTR/Pao	2216	7
RND-4_FAMILY-7212#Unknown	2190	15
RND-4_FAMILY-945#Unknown	2180	10
RND-1_FAMILY-188#DNA/hAT-Pegasus	2087	10
RND-4_FAMILY-1220#Unknown	1983	12
RND-4_FAMILY-157#Unknown	1905	12
RND-1_FAMILY-205#Unknown	1843	6
RND-1_FAMILY-259#LTR/Pao	1699	4
RND-4_FAMILY-2652#Unknown	1464	12
RND-4_FAMILY-5278#Unknown	1383	6
RND-1_FAMILY-270#LINE/R1-LOA	1230	9
RND-1_FAMILY-356#Unknown	1202	5
RND-4_FAMILY-1974#Unknown	1189	9
RND-4_FAMILY-3#LTR/Pao	1176	2
RND-4_FAMILY-948#Unknown	1092	6
RND-1_FAMILY-202#Unknown	956	6
RND-4_FAMILY-1499#Unknown	917	4
RND-1_FAMILY-1#Satellite	909	6
RND-4_FAMILY-1659#Unknown	903	7
RND-4_FAMILY-4261#Unknown	796	6
RND-1_FAMILY-178#Unknown	789	7
RND-4_FAMILY-547#LINE/CR1	769	5
RND-1_FAMILY-62#Unknown	685	2
RND-4_FAMILY-2427#Unknown	673	6
RND-4_FAMILY-1946#Unknown	666	5
RND-4_FAMILY-8319#LTR/Pao	636	1
RND-4_FAMILY-4597#Unknown	519	2
RND-4_FAMILY-5855#Unknown	499	4
RND-3_FAMILY-185#Unknown	498	2
RND-4_FAMILY-2244#Unknown	492	3
RND-1_FAMILY-297#LTR/Pao	452	1
RND-1_FAMILY-129#DNA/Maverick	427	1
RND-1_FAMILY-7#Unknown	401	2
RND-4_FAMILY-3548#Unknown	369	3
RND-4_FAMILY-1620#LINE/L2	330	2
RND-1_FAMILY-102#Unknown	294	2
RND-4_FAMILY-1236#Unknown	274	2
RND-4_FAMILY-838#Unknown	222	2
RND-1_FAMILY-379#LINE/CR1	200	1
RND-1_FAMILY-145#LTR/Pao	182	1
RND-4_FAMILY-859#LINE/CR1	140	1
RND-1_FAMILY-90#Unknown	137	1
RND-1_FAMILY-0#Satellite	112	1
