subclass	superfamily	family	total_bp	mean_width	min_width	max_width	sd_width	mean_div	min_div	max_div	sd_div
LTR	Gypsy	FBTE0000591_01	68482	2633.92	165	9550	2369.67	0.07	0.01	0.33	0.12
LTR	Gypsy	FBTE0000619	40577	2028.85	102	7729	2452.14	0.12	0	0.27	0.11
LTR	Gypsy	FBTE0000619_01	111950	1332.74	103	5914	1574.79	0.1	-0	0.36	0.09
LTR	Gypsy	FBTE0000640	49119	629.73	101	3241	688.28	0.24	0.01	0.42	0.11
LTR	Gypsy	FBTE0000660	69195	1305.57	103	4987	1590.61	0.14	0	0.4	0.12
LTR	Gypsy	FBTE0000688	107456	1193.96	101	7524	2187.19	0.17	0	0.41	0.11
LTR	Gypsy	FBTE0000739_01	320339	2002.12	101	7519	2252.81	0.13	-0	0.4	0.1
LTR	Gypsy	FBTE0000974_01	78011	1345.02	110	7547	2007.47	0.11	-0	0.37	0.11
LTR	Gypsy	FBTE0001040_01	488421	2230.23	104	21845	2588.11	0.08	0	0.38	0.08
LTR	Gypsy	FBTE0001066_01	113357	1799.32	109	7528	1828.02	0.1	0.01	0.35	0.09
LTR	Gypsy	FBTE0001084_01	75196	653.88	101	5207	1136.33	0.11	0	0.34	0.09
LTR	Gypsy	FBTE0001136	204556	5844.46	140	9858	4354.85	0.1	0	0.34	0.14
LTR	Gypsy	RND-1_FAMILY-100	314742	3116.26	146	11429	3326.9	0.09	0.01	0.29	0.08
LTR	Gypsy	RND-1_FAMILY-106	66188	3008.55	319	20874	4661.06	0.09	0.01	0.19	0.05
LTR	Gypsy	RND-1_FAMILY-120	54199	1693.72	103	5150	1363.89	0.08	0.01	0.27	0.08
LTR	Gypsy	RND-1_FAMILY-122	69950	1295.37	103	11060	2073.72	0.09	0.01	0.25	0.07
LTR	Gypsy	RND-1_FAMILY-124	57267	2045.25	109	6580	1760.56	0.1	0.03	0.26	0.06
LTR	Gypsy	RND-1_FAMILY-125	123177	1043.87	109	6296	1054.27	0.11	0.02	0.3	0.08
LTR	Gypsy	RND-1_FAMILY-127	108069	701.75	104	5259	726.97	0.13	0.01	0.31	0.05
LTR	Gypsy	RND-1_FAMILY-159	47328	876.44	108	5508	1288.27	0.11	0.02	0.26	0.07
LTR	Gypsy	RND-1_FAMILY-160	9463	4731.5	190	9273	6422.65	0.04	0	0.07	0.05
LTR	Gypsy	RND-1_FAMILY-170	52578	571.5	107	1925	327.66	0.18	0.02	0.33	0.06
LTR	Gypsy	RND-1_FAMILY-173	78306	966.74	102	7177	1395.89	0.13	0.01	0.42	0.12
LTR	Gypsy	RND-1_FAMILY-174	31876	1593.8	109	7609	2315.75	0.19	0.02	0.37	0.11
LTR	Gypsy	RND-1_FAMILY-179	19435	971.75	101	9056	2117.51	0.13	0.01	0.24	0.07
LTR	Gypsy	RND-1_FAMILY-20	6445	2148.33	1175	4094	1685	0.08	0.01	0.22	0.12
LTR	Gypsy	RND-1_FAMILY-207	47195	582.65	109	3685	620.89	0.1	0.01	0.3	0.06
LTR	Gypsy	RND-1_FAMILY-214	43625	1982.95	132	5491	1823.32	0.11	0.01	0.33	0.11
LTR	Gypsy	RND-1_FAMILY-215	27225	2094.23	163	7075	2699.26	0.11	0.01	0.4	0.12
LTR	Gypsy	RND-1_FAMILY-226	436706	2003.24	101	11191	2404.76	0.12	0.01	0.35	0.09
LTR	Gypsy	RND-1_FAMILY-227	81380	2034.5	106	9822	2759.1	0.12	0.01	0.33	0.09
LTR	Gypsy	RND-1_FAMILY-232	22112	631.77	102	2225	593.1	0.09	0	0.28	0.06
LTR	Gypsy	RND-1_FAMILY-235	130951	1082.24	103	9819	1678.21	0.14	0.01	0.37	0.08
LTR	Gypsy	RND-1_FAMILY-242	62235	1555.88	128	7625	1946.72	0.14	0.01	0.32	0.07
LTR	Gypsy	RND-1_FAMILY-253	86257	3080.61	205	14195	3834.03	0.1	0.01	0.3	0.08
LTR	Gypsy	RND-1_FAMILY-255	2845	711.25	148	1239	448.73	0.23	0.16	0.38	0.1
LTR	Gypsy	RND-1_FAMILY-263	70290	2196.56	133	11383	3136.16	0.13	0	0.3	0.09
LTR	Gypsy	RND-1_FAMILY-267	50313	986.53	105	5877	995.6	0.16	0.03	0.33	0.08
LTR	Gypsy	RND-1_FAMILY-27	289205	2370.53	114	11325	3388.72	0.12	0.01	0.35	0.08
LTR	Gypsy	RND-1_FAMILY-272	58677	2023.34	131	10109	2429.82	0.12	0.01	0.38	0.12
LTR	Gypsy	RND-1_FAMILY-273	4438	634	130	2493	850.26	0.05	0.01	0.12	0.05
LTR	Gypsy	RND-1_FAMILY-278	36921	615.35	101	3077	608.52	0.12	0	0.32	0.09
LTR	Gypsy	RND-1_FAMILY-293	38217	1592.38	108	5535	1930.09	0.08	0.02	0.19	0.07
LTR	Gypsy	RND-1_FAMILY-296	40832	2401.88	243	11569	3230.31	0.1	0.01	0.3	0.09
LTR	Gypsy	RND-1_FAMILY-307	18137	3627.4	373	7414	2857.7	0.03	0.01	0.07	0.03
LTR	Gypsy	RND-1_FAMILY-310	297730	572.56	101	7384	808.42	0.13	0.01	0.44	0.07
LTR	Gypsy	RND-1_FAMILY-318	63588	1766.33	109	10735	2526.18	0.12	0	0.32	0.1
LTR	Gypsy	RND-1_FAMILY-320	50472	1577.25	109	4764	1056.8	0.08	0.01	0.36	0.09
LTR	Gypsy	RND-1_FAMILY-329	53409	1047.24	113	4551	936.7	0.12	0.01	0.35	0.09
LTR	Gypsy	RND-1_FAMILY-339	19544	1396	191	4955	1229.74	0.12	0.01	0.29	0.09
LTR	Gypsy	RND-1_FAMILY-344	16841	2405.86	274	5133	1888.53	0.07	0.01	0.31	0.11
LTR	Gypsy	RND-1_FAMILY-345	8886	740.5	155	1419	424.72	0.13	0.02	0.26	0.08
LTR	Gypsy	RND-1_FAMILY-347	61042	1220.84	101	18230	3006.05	0.18	0.01	0.43	0.1
LTR	Gypsy	RND-1_FAMILY-349	49532	2063.83	107	8624	2670.93	0.14	0.01	0.38	0.11
LTR	Gypsy	RND-1_FAMILY-352	14884	1488.4	218	5784	1972.49	0.14	0.01	0.37	0.11
LTR	Gypsy	RND-1_FAMILY-355	49744	777.25	112	3266	655.45	0.13	0.02	0.29	0.07
LTR	Gypsy	RND-1_FAMILY-364	14934	711.14	131	3654	774.19	0.15	0.01	0.29	0.11
LTR	Gypsy	RND-1_FAMILY-368	49525	1238.12	151	4765	1419.71	0.09	0.01	0.32	0.09
LTR	Gypsy	RND-1_FAMILY-370	13450	707.89	109	3975	843.46	0.11	0.01	0.28	0.08
LTR	Gypsy	RND-1_FAMILY-374	45659	1234.03	107	5476	1405.52	0.09	0.01	0.39	0.11
LTR	Gypsy	RND-1_FAMILY-377	131440	1564.76	107	9288	1998.58	0.11	0	0.29	0.07
LTR	Gypsy	RND-1_FAMILY-389	43213	1108.03	102	10525	1771.34	0.15	0.01	0.33	0.11
LTR	Gypsy	RND-1_FAMILY-396	22654	1510.27	172	5825	1774.51	0.1	0.01	0.24	0.08
LTR	Gypsy	RND-1_FAMILY-400	15560	622.4	151	1695	452.94	0.17	0.03	0.33	0.08
LTR	Gypsy	RND-1_FAMILY-401	66394	1619.37	113	13707	2640.87	0.1	0.01	0.35	0.08
LTR	Gypsy	RND-1_FAMILY-403	70841	1967.81	105	9132	2702.83	0.11	0.01	0.27	0.07
LTR	Gypsy	RND-1_FAMILY-58	55477	201.73	101	6342	381.9	0.14	0.05	0.3	0.05
LTR	Gypsy	RND-1_FAMILY-79	18897	899.86	103	6570	1387.91	0.12	-0	0.29	0.1
LTR	Gypsy	RND-1_FAMILY-96	272206	4462.39	281	11433	3346.94	0.06	0.02	0.2	0.05
LTR	Gypsy	RND-3_FAMILY-1007	84947	1516.91	110	6173	1689.63	0.1	0.01	0.38	0.09
LTR	Gypsy	RND-3_FAMILY-1012	42439	1116.82	108	7629	1775.22	0.13	0	0.31	0.1
LTR	Gypsy	RND-3_FAMILY-181	52215	1305.38	115	4211	1097.07	0.06	0.01	0.36	0.07
LTR	Gypsy	RND-3_FAMILY-1881	100051	2001.02	141	10435	2880.7	0.1	0.01	0.42	0.09
LTR	Gypsy	RND-3_FAMILY-391	60933	1194.76	116	3860	1077.57	0.11	0	0.28	0.07
LTR	Gypsy	RND-3_FAMILY-464	53553	1575.09	107	6718	1965.73	0.1	0.02	0.21	0.05
LTR	Gypsy	RND-3_FAMILY-506	40750	1044.87	109	4529	1119.99	0.1	0.02	0.34	0.08
LTR	Gypsy	RND-3_FAMILY-677	77940	715.05	102	5068	1103.21	0.14	-0	0.37	0.07
LTR	Gypsy	RND-4_FAMILY-1006	19518	464.71	117	2105	468.61	0.11	0.03	0.34	0.08
LTR	Gypsy	RND-4_FAMILY-1009	17489	1028.76	126	2791	768.62	0.13	0.01	0.36	0.11
LTR	Gypsy	RND-4_FAMILY-1047	84731	1145.01	118	5721	1514.87	0.19	-0	0.46	0.14
LTR	Gypsy	RND-4_FAMILY-1051	11432	1905.33	658	3341	1120.19	0.06	0.01	0.26	0.1
LTR	Gypsy	RND-4_FAMILY-1052	34682	1576.45	141	5651	1552.62	0.14	0	0.32	0.11
LTR	Gypsy	RND-4_FAMILY-1053	54951	1962.54	101	10130	2900.84	0.16	0.01	0.38	0.11
LTR	Gypsy	RND-4_FAMILY-1054	70661	2208.16	107	10561	2645	0.07	0.01	0.24	0.05
LTR	Gypsy	RND-4_FAMILY-1183	15684	560.14	120	4670	834.47	0.1	0.01	0.19	0.06
LTR	Gypsy	RND-4_FAMILY-1567	24328	3475.43	239	7644	3808.46	0.03	-0	0.18	0.06
LTR	Gypsy	RND-4_FAMILY-1572	24368	487.36	106	3598	618.5	0.17	0.03	0.31	0.08
LTR	Gypsy	RND-4_FAMILY-1604	95378	1513.94	122	10035	2247.73	0.15	0.01	0.37	0.1
LTR	Gypsy	RND-4_FAMILY-1711	19110	1911	113	9389	2958.74	0.06	0.01	0.16	0.06
LTR	Gypsy	RND-4_FAMILY-1712	66502	1166.7	124	9437	1502.16	0.09	0.01	0.3	0.07
LTR	Gypsy	RND-4_FAMILY-1841	13597	906.47	104	4355	1108.73	0.2	0.02	0.34	0.08
LTR	Gypsy	RND-4_FAMILY-189	86567	1311.62	133	6788	1520.7	0.17	0.01	0.45	0.13
LTR	Gypsy	RND-4_FAMILY-192	189535	2311.4	101	10166	3163.09	0.11	0.01	0.34	0.11
LTR	Gypsy	RND-4_FAMILY-2005	26900	1415.79	137	6206	1559.47	0.13	0.02	0.3	0.09
LTR	Gypsy	RND-4_FAMILY-2023	68038	1173.07	126	7650	1546.88	0.1	0.01	0.29	0.07
LTR	Gypsy	RND-4_FAMILY-2165	20419	486.17	111	1882	457.48	0.1	0.01	0.27	0.07
LTR	Gypsy	RND-4_FAMILY-2784	74245	2006.62	258	8627	2099.35	0.09	0.01	0.38	0.1
LTR	Gypsy	RND-4_FAMILY-2880	30688	1615.16	172	1951	608.45	0.15	0.04	0.29	0.09
LTR	Gypsy	RND-4_FAMILY-2884	255199	1537.34	104	12404	1847.83	0.17	0.01	0.37	0.12
LTR	Gypsy	RND-4_FAMILY-3045	45373	1334.5	102	6142	1489.21	0.11	0.02	0.35	0.1
LTR	Gypsy	RND-4_FAMILY-3196	24099	1204.95	145	9941	2211.11	0.11	0.01	0.33	0.1
LTR	Gypsy	RND-4_FAMILY-3379	47807	956.14	118	9207	2113.45	0.12	0	0.31	0.08
LTR	Gypsy	RND-4_FAMILY-3483	31959	665.81	104	4056	778.4	0.12	0.02	0.39	0.09
LTR	Gypsy	RND-4_FAMILY-3485	17650	735.42	102	2228	622.26	0.09	0.01	0.21	0.06
LTR	Gypsy	RND-4_FAMILY-367	45076	979.91	105	4302	934.77	0.13	0.01	0.36	0.12
LTR	Gypsy	RND-4_FAMILY-371	20763	692.1	109	7612	1349.61	0.13	0.01	0.31	0.07
LTR	Gypsy	RND-4_FAMILY-3923	43611	1362.84	140	8120	2033.18	0.11	0.01	0.24	0.07
LTR	Gypsy	RND-4_FAMILY-4323	5269	229.09	104	420	111.38	0.16	0.09	0.26	0.05
LTR	Gypsy	RND-4_FAMILY-4580	161265	1645.56	104	12215	2388.92	0.16	0	0.43	0.1
LTR	Gypsy	RND-4_FAMILY-4618	42705	1856.74	160	10887	2565.32	0.17	0.01	0.34	0.12
LTR	Gypsy	RND-4_FAMILY-4788	37876	1402.81	160	6624	1680.39	0.13	0.01	0.36	0.11
LTR	Gypsy	RND-4_FAMILY-500	75236	467.3	101	3887	585.61	0.16	0.01	0.31	0.07
LTR	Gypsy	RND-4_FAMILY-543	74486	1584.81	103	5243	1639.3	0.16	0.01	0.41	0.15
LTR	Gypsy	RND-4_FAMILY-5441	9994	293.94	101	966	198.3	0.09	0.03	0.24	0.04
LTR	Gypsy	RND-4_FAMILY-558	139989	1473.57	104	7805	2334.6	0.13	0	0.39	0.1
LTR	Gypsy	RND-4_FAMILY-559	19412	1078.44	112	2903	986.94	0.08	0.01	0.33	0.1
LTR	Gypsy	RND-4_FAMILY-585	36417	1456.68	110	7854	2052.72	0.16	0.01	0.41	0.12
LTR	Gypsy	RND-4_FAMILY-586	82582	1448.81	114	8820	1935.98	0.12	0.02	0.34	0.09
LTR	Gypsy	RND-4_FAMILY-590	140753	1563.92	103	18680	2728.69	0.14	0.01	0.38	0.09
LTR	Gypsy	RND-4_FAMILY-592	59362	1319.16	118	6055	1369.59	0.13	-0	0.31	0.1
LTR	Gypsy	RND-4_FAMILY-670	5053	2526.5	845	4208	2378	0.03	0	0.06	0.04
LTR	Gypsy	RND-4_FAMILY-722	19577	675.07	110	1692	446.44	0.09	0.02	0.37	0.08
LTR	Gypsy	RND-4_FAMILY-7353	59591	2590.91	102	9570	3040.13	0.11	0.01	0.33	0.11
LTR	Gypsy	RND-4_FAMILY-7354	44878	1282.23	111	4486	1234.55	0.13	0.01	0.31	0.1
LTR	Gypsy	RND-4_FAMILY-747	8421	2105.25	160	5444	2508.42	0.06	0.01	0.18	0.08
LTR	Gypsy	RND-4_FAMILY-748	81400	1085.33	110	10146	1519.02	0.09	0.01	0.33	0.07
LTR	Gypsy	RND-4_FAMILY-7675	37575	963.46	104	4057	908.38	0.09	0.01	0.39	0.1
LTR	Gypsy	RND-4_FAMILY-77	113501	1746.17	182	9668	2106.02	0.1	0.01	0.37	0.08
LTR	Gypsy	RND-4_FAMILY-772	70996	1014.23	105	7364	1236.72	0.13	0.02	0.26	0.06
LTR	Gypsy	RND-4_FAMILY-774	3549	507	110	955	337.72	0.12	0.08	0.22	0.05
LTR	Gypsy	RND-4_FAMILY-7767	28028	683.61	107	2582	726.91	0.2	0.01	0.42	0.13
LTR	Gypsy	RND-4_FAMILY-787	37027	1057.91	103	5560	1126.35	0.13	0.01	0.27	0.07
LTR	Gypsy	RND-4_FAMILY-788	19343	537.31	113	2491	566.08	0.15	0.01	0.25	0.09
LTR	Gypsy	RND-4_FAMILY-789	101895	1592.11	105	12531	2847.4	0.13	-0	0.33	0.1
LTR	Gypsy	RND-4_FAMILY-790	75436	1197.4	101	10406	1885.15	0.2	0.02	0.38	0.11
LTR	Gypsy	RND-4_FAMILY-816	40516	844.08	108	4795	971.52	0.09	0.01	0.28	0.08
LTR	Gypsy	RND-4_FAMILY-837	68311	1666.12	113	6480	1891.23	0.12	0.01	0.41	0.1
LTR	Gypsy	RND-4_FAMILY-865	119944	376	102	6433	453.17	0.18	0	0.37	0.06
LTR	Pao	FBTE0000112	110097	1411.5	103	10674	2042.12	0.16	0.01	0.38	0.11
LTR	Pao	FBTE0000304_01	121324	2022.07	131	5730	1618.84	0.09	0.02	0.37	0.09
LTR	Pao	FBTE0000359	325865	2468.67	101	13103	2782.42	0.1	0	0.35	0.08
LTR	Pao	FBTE0000464	167049	835.24	101	6717	1143.98	0.1	0.01	0.34	0.07
LTR	Pao	FBTE0000464_01	163302	1570.21	101	6407	1688.04	0.09	0.01	0.33	0.06
LTR	Pao	FBTE0001178	1027324	2555.53	103	14205	2492.41	0.07	-0	0.4	0.07
LTR	Pao	FBTE0001178_01	495326	2098.84	101	8525	2061.44	0.11	0	0.42	0.09
LTR	Pao	RND-1_FAMILY-105	118567	421.95	102	2250	379.08	0.13	0	0.33	0.07
LTR	Pao	RND-1_FAMILY-111	6070	3035	3025	3045	14.14	0.03	0.03	0.03	0
LTR	Pao	RND-1_FAMILY-117	33422	451.65	108	1397	380.24	0.07	0.01	0.22	0.05
LTR	Pao	RND-1_FAMILY-13	26895	340.44	101	2634	347.67	0.12	0.01	0.28	0.06
LTR	Pao	RND-1_FAMILY-140	146227	2119.23	104	7267	2319.95	0.12	0.01	0.36	0.1
LTR	Pao	RND-1_FAMILY-141	12202	813.47	101	6758	1665.37	0.11	0	0.19	0.05
LTR	Pao	RND-1_FAMILY-144	62189	2072.97	144	6613	2660.4	0.13	0	0.4	0.11
LTR	Pao	RND-1_FAMILY-145	183	183	183	183	NA	0.17	0.17	0.17	NA
LTR	Pao	RND-1_FAMILY-146	19034	1586.17	153	6410	2269.97	0.04	-0	0.13	0.05
LTR	Pao	RND-1_FAMILY-150	2857	714.25	216	1926	816.73	0.1	0.03	0.17	0.08
LTR	Pao	RND-1_FAMILY-155	45703	1171.87	110	8777	1666.97	0.11	0.03	0.24	0.07
LTR	Pao	RND-1_FAMILY-169	82173	2650.74	125	7133	2832.5	0.07	0.01	0.19	0.05
LTR	Pao	RND-1_FAMILY-171	39303	701.84	101	10679	1909.97	0.2	0	0.3	0.08
LTR	Pao	RND-1_FAMILY-175	166872	1986.57	108	8378	2550.79	0.11	0.01	0.44	0.1
LTR	Pao	RND-1_FAMILY-184	180111	1652.39	103	11091	2185.49	0.09	0.01	0.33	0.08
LTR	Pao	RND-1_FAMILY-190	46600	638.36	101	7729	1125.66	0.12	0.02	0.25	0.05
LTR	Pao	RND-1_FAMILY-195	3174	634.8	360	754	174.54	0.06	0.03	0.07	0.02
LTR	Pao	RND-1_FAMILY-203	15566	1415.09	146	5864	1599.04	0.08	0.01	0.2	0.05
LTR	Pao	RND-1_FAMILY-217	121160	904.18	101	6673	1268.36	0.14	0.02	0.33	0.06
LTR	Pao	RND-1_FAMILY-221	34256	3425.6	249	6681	2964.96	0.07	0	0.24	0.07
LTR	Pao	RND-1_FAMILY-223	56981	356.13	101	12978	1305.94	0.15	0	0.32	0.06
LTR	Pao	RND-1_FAMILY-231	17218	717.42	112	4378	964.34	0.19	0.01	0.35	0.11
LTR	Pao	RND-1_FAMILY-247	29964	369.93	106	1022	238.42	0.12	0.03	0.28	0.06
LTR	Pao	RND-1_FAMILY-250	193570	1861.25	106	8666	2127.79	0.07	0	0.28	0.06
LTR	Pao	RND-1_FAMILY-254	13985	608.04	106	2643	616.76	0.17	0	0.35	0.11
LTR	Pao	RND-1_FAMILY-259	1703	425.75	363	573	98.78	0.17	0.12	0.23	0.05
LTR	Pao	RND-1_FAMILY-277	19035	297.42	101	855	175.98	0.11	0.03	0.32	0.07
LTR	Pao	RND-1_FAMILY-28	26959	402.37	102	1656	319.5	0.08	0.01	0.28	0.08
LTR	Pao	RND-1_FAMILY-284	84516	1030.68	103	6218	1193.97	0.13	0.01	0.4	0.12
LTR	Pao	RND-1_FAMILY-297	453	453	453	453	NA	0.07	0.07	0.07	NA
LTR	Pao	RND-1_FAMILY-309	317675	1470.72	103	7278	1780.94	0.15	0.05	0.42	0.07
LTR	Pao	RND-1_FAMILY-311	125838	593.58	101	4666	909.96	0.15	0	0.34	0.07
LTR	Pao	RND-1_FAMILY-313	65651	1601.24	105	9024	2286.17	0.13	0.02	0.36	0.1
LTR	Pao	RND-1_FAMILY-323	27379	1521.06	104	17902	4143.67	0.09	0	0.22	0.05
LTR	Pao	RND-1_FAMILY-324	18684	692	112	6475	1251.87	0.07	0.01	0.2	0.04
LTR	Pao	RND-1_FAMILY-327	121520	1928.89	102	6563	1734.41	0.1	0.01	0.37	0.09
LTR	Pao	RND-1_FAMILY-33	38195	305.56	102	5956	708.7	0.15	0.01	0.34	0.07
LTR	Pao	RND-1_FAMILY-336	11939	568.52	103	2468	664.08	0.2	0.01	0.34	0.11
LTR	Pao	RND-1_FAMILY-341	12912	314.93	111	1738	304.71	0.2	0.02	0.39	0.11
LTR	Pao	RND-1_FAMILY-343	28397	660.4	106	3194	713.12	0.15	0.02	0.39	0.11
LTR	Pao	RND-1_FAMILY-369	24425	842.24	124	2631	719.18	0.09	0.04	0.16	0.03
LTR	Pao	RND-1_FAMILY-375	7233	516.64	102	3251	833.78	0.22	0.01	0.42	0.12
LTR	Pao	RND-1_FAMILY-386	163701	1925.89	101	4905	1960.34	0.1	0	0.39	0.09
LTR	Pao	RND-1_FAMILY-397	97122	1703.89	129	6403	1580.96	0.06	0.01	0.24	0.04
LTR	Pao	RND-1_FAMILY-405	33312	1074.58	104	3423	877.51	0.05	0.02	0.14	0.03
LTR	Pao	RND-1_FAMILY-408	77288	1288.13	106	5452	1290.88	0.1	0.02	0.32	0.06
LTR	Pao	RND-1_FAMILY-409	20050	802	102	2549	643.53	0.1	0.02	0.32	0.07
LTR	Pao	RND-1_FAMILY-61	23573	1386.65	144	3377	1032.37	0.06	0.01	0.17	0.05
LTR	Pao	RND-1_FAMILY-92	158289	1648.84	119	7154	1996.16	0.1	0.01	0.39	0.08
LTR	Pao	RND-1_FAMILY-95	87409	652.31	105	9740	1253.05	0.09	0.01	0.42	0.08
LTR	Pao	RND-3_FAMILY-116	12701	295.37	104	679	163.27	0.19	0.08	0.31	0.07
LTR	Pao	RND-3_FAMILY-231	84524	1126.99	101	4531	1236.08	0.1	0.01	0.32	0.09
LTR	Pao	RND-3_FAMILY-359	231612	994.04	101	6576	1184.3	0.1	0.01	0.32	0.06
LTR	Pao	RND-3_FAMILY-377	306681	1631.28	102	11421	1862.84	0.14	0	0.48	0.12
LTR	Pao	RND-3_FAMILY-415	16006	1231.23	158	4012	1080.9	0.08	0.01	0.21	0.06
LTR	Pao	RND-3_FAMILY-594	21715	1447.67	115	6931	1976.45	0.08	0.02	0.38	0.11
LTR	Pao	RND-3_FAMILY-859	64896	3817.41	103	8310	3853.68	0.17	0	0.35	0.16
LTR	Pao	RND-4_FAMILY-1	53283	951.48	117	4157	1174.47	0.1	0.01	0.37	0.08
LTR	Pao	RND-4_FAMILY-1165	19868	239.37	102	1301	248.06	0.17	0.03	0.37	0.07
LTR	Pao	RND-4_FAMILY-1172	94014	1843.41	129	6301	2127.38	0.08	0.01	0.3	0.06
LTR	Pao	RND-4_FAMILY-1213	25086	570.14	106	3233	701.06	0.09	0.02	0.23	0.05
LTR	Pao	RND-4_FAMILY-1447	105931	662.07	101	11778	1213	0.15	0.01	0.29	0.07
LTR	Pao	RND-4_FAMILY-151	43416	1009.67	168	3135	782.74	0.1	0.06	0.25	0.04
LTR	Pao	RND-4_FAMILY-1531	39994	754.6	121	4020	956.77	0.09	0.01	0.21	0.06
LTR	Pao	RND-4_FAMILY-1749	25326	974.08	168	2951	859.36	0.14	0.03	0.39	0.13
LTR	Pao	RND-4_FAMILY-1750	34328	837.27	104	6061	1533.22	0.13	0.01	0.37	0.13
LTR	Pao	RND-4_FAMILY-185	8905	387.17	109	924	224.76	0.18	0.07	0.3	0.07
LTR	Pao	RND-4_FAMILY-186	47603	820.74	107	2818	728.43	0.19	0.07	0.33	0.07
LTR	Pao	RND-4_FAMILY-2	3945	657.5	103	2211	802.69	0.1	0.03	0.37	0.13
LTR	Pao	RND-4_FAMILY-2158	73703	1340.05	102	6806	1681.66	0.07	0	0.34	0.07
LTR	Pao	RND-4_FAMILY-2159	19779	1163.47	101	2513	799.48	0.06	0.01	0.2	0.04
LTR	Pao	RND-4_FAMILY-2163	319599	1805.64	103	7419	1739.19	0.09	0.01	0.42	0.08
LTR	Pao	RND-4_FAMILY-2297	28307	832.56	102	3626	800.93	0.07	0.01	0.31	0.07
LTR	Pao	RND-4_FAMILY-2739	13103	569.7	114	1559	399.78	0.11	0.06	0.2	0.04
LTR	Pao	RND-4_FAMILY-2775	61134	1910.44	143	6347	1720.55	0.05	0.01	0.31	0.06
LTR	Pao	RND-4_FAMILY-3	1178	589	343	835	347.9	0.04	0.03	0.05	0.01
LTR	Pao	RND-4_FAMILY-3017	121067	1494.65	104	6391	1576.95	0.07	0.02	0.35	0.06
LTR	Pao	RND-4_FAMILY-3065	11194	294.58	101	968	195.53	0.13	0.01	0.28	0.06
LTR	Pao	RND-4_FAMILY-3195	38221	579.11	107	2581	454.34	0.08	0.01	0.2	0.04
LTR	Pao	RND-4_FAMILY-3555	114861	1400.74	109	9248	2008.32	0.09	0.01	0.27	0.06
LTR	Pao	RND-4_FAMILY-3763	84332	1591.17	140	5916	1371.45	0.11	0.01	0.37	0.11
LTR	Pao	RND-4_FAMILY-4	40018	1379.93	104	6283	1828.92	0.13	0	0.36	0.12
LTR	Pao	RND-4_FAMILY-4150	56869	997.7	120	6501	1405.46	0.08	0.01	0.33	0.07
LTR	Pao	RND-4_FAMILY-4403	31507	807.87	114	3419	903.11	0.06	-0	0.34	0.09
LTR	Pao	RND-4_FAMILY-4626	2223	317.57	165	592	169.76	0.22	0.13	0.27	0.06
LTR	Pao	RND-4_FAMILY-499	115495	1957.54	103	9381	2785.54	0.12	-0	0.37	0.1
LTR	Pao	RND-4_FAMILY-5	11920	745	103	5828	1404.7	0.1	0.02	0.23	0.06
LTR	Pao	RND-4_FAMILY-651	3038	303.8	122	908	226.47	0.22	0.01	0.36	0.15
LTR	Pao	RND-4_FAMILY-678	7909	465.24	123	1827	409.39	0.14	0.01	0.34	0.11
LTR	Pao	RND-4_FAMILY-679	29638	1022	109	3194	1022.64	0.09	0.02	0.26	0.08
LTR	Pao	RND-4_FAMILY-685	60736	714.54	112	4554	916.34	0.14	0.01	0.4	0.12
LTR	Pao	RND-4_FAMILY-775	189354	1769.66	125	8977	1954.24	0.12	0.01	0.39	0.09
LTR	Pao	RND-4_FAMILY-782	30866	605.22	110	3086	700.76	0.13	0.02	0.45	0.1
LTR	Pao	RND-4_FAMILY-829	5309	482.64	246	784	150.72	0.07	0.03	0.16	0.04
LTR	Pao	RND-4_FAMILY-830	18385	1532.08	327	5630	1407.56	0.05	0	0.11	0.04
LTR	Pao	RND-4_FAMILY-8319	637	637	637	637	NA	0.28	0.28	0.28	NA
LTR	Pao	RND-4_FAMILY-973	88425	1965	101	8675	2602.77	0.11	0	0.38	0.11
Other	Satellite	RND-1_FAMILY-0	113	113	113	113	NA	NA	NA	NA	NA
Other	Satellite	RND-1_FAMILY-1	915	152.5	106	215	40.1	NA	NA	NA	NA
Other	Satellite	RND-1_FAMILY-11	54126	712.18	101	1570	346.07	NA	NA	NA	NA
Other	Satellite	RND-1_FAMILY-2	86073	441.4	101	12166	1010.61	NA	NA	NA	NA
Other	Satellite	RND-1_FAMILY-3	97156	3469.86	111	34305	7547.2	NA	NA	NA	NA
Other	Satellite	RND-1_FAMILY-334	15271	587.35	235	1139	266.22	NA	NA	NA	NA
Other	Satellite	RND-1_FAMILY-35	98596	2464.9	138	9343	2438.85	NA	NA	NA	NA
Other	Satellite	RND-1_FAMILY-83	26292	1460.67	109	6652	1938.5	NA	NA	NA	NA
Other	Satellite	RND-1_FAMILY-91	3649	1216.33	211	2618	1251.49	NA	NA	NA	NA
Other	Satellite	RND-3_FAMILY-334	25786	238.76	101	645	106.95	NA	NA	NA	NA
Other	Satellite	RND-3_FAMILY-521	4286	178.58	105	369	59.23	NA	NA	NA	NA
Other	Satellite	RND-4_FAMILY-17	12212	290.76	117	653	130.74	NA	NA	NA	NA
Other	Satellite	RND-4_FAMILY-218	13590	169.88	102	358	60.65	NA	NA	NA	NA
Other	Satellite	RND-4_FAMILY-3626	153055	12754.58	148	70574	19993.98	NA	NA	NA	NA
